slug,scene,genre,year,artist,title
frenchhouse,House,French House,2002,Czr & Ito,Soiree
frenchhouse,House,French House,2002,Archigram,Doggystyle
frenchhouse,House,French House,2003,Cricco Castelli,Funky Sensation
frenchhouse,House,French House,2003,Clones,Shut Up & Dance
frenchhouse,House,French House,2003,Dave Armstrong,Release The Tension (Sacred Heart Dub)
frenchhouse,House,French House,2003,Dave Armstrong,Make Your Move
frenchhouse,House,French House,2004,Danny 'Jail' Disco,Want You
frenchhouse,House,French House,2004,Antoine Clamaran feat Lulu Hughes,"Feel It, Part 1 (DJ Flex & Sandy Wilhem mix)"
frenchhouse,House,French House,2004,Pure Silk,Population (Girls Get Drunk mix)
frenchhouse,House,French House,2004,Menace & Adam,Missile Test (Fred Falke mix)
frenchhouse,House,French House,2004,DJ Flex,Lonely (Connected mix)
frenchhouse,House,French House,2004,Muttonheads,To You
frenchhouse,House,French House,2004,Live Element,Every Body
frenchhouse,House,French House,2005,Fonzerelli,Moonlight Party
frenchhouse,House,French House,2005,Mike Balance,It's In The Music
frenchhouse,House,French House,2005,Diego Ray,Superhero
frenchhouse,House,French House,2005,The Young Punx,Young And Beautiful
frenchhouse,House,French House,2005,Midnight Juggernauts,45 & Rising
frenchhouse,House,French House,2006,Matt Soda,Feelings About Disco
frenchhouse,House,French House,2007,DJ Mehdi,Signatune (Thomas Bangalter mix)
frenchhouse,House,French House,2007,Boys Noize,Arcade Robot
frenchhouse,House,French House,2008,Division Kent,Offshore (The Phantom's Revenge mix)
frenchhouse,House,French House,2008,The Phantom's Revenge,I Can't Lose
frenchhouse,House,French House,2008,Jackin,Kiss My Beachball
frenchhouse,House,French House,2009,Monospace,Loving You
frenchhouse,House,French House,2009,Le Babar,No Sleep
frenchhouse,House,French House,2009,Joey Chicago,Magic
frenchhouse,House,French House,2009,Leonardus,My Heart
frenchhouse,House,French House,2011,Tiger & Woods,Kissmetellme
frenchhouse,House,French House,2012,Dan Ghenacia & Shonky,Close To The Edge
frenchhouse,House,French House,2013,Christian Alvarez,Ghetto Boy
fullon,Psy Trance,Full On,1997,The Delta,As A Child I Could Walk On The Ceiling
fullon,Psy Trance,Full On,1997,The SUN Project,At The Edge Of Time
fullon,Psy Trance,Full On,1998,Space Tribe,You Can Be Anything
fullon,Psy Trance,Full On,1999,Infected Mushroom,Small Moves
fullon,Psy Trance,Full On,2000,Four Carry Nuts,Professor Hastig
fullon,Psy Trance,Full On,2000,Electric Universe,Love Is Not A Crime
fullon,Psy Trance,Full On,2000,Klangstrhler Projekt,Never Forget
fullon,Psy Trance,Full On,2001,Shpongle,The Sixth Revelation
fullon,Psy Trance,Full On,2002,Astrix,Eye To Eye
fullon,Psy Trance,Full On,2002,GMS vs Alien Project,One Good
fullon,Psy Trance,Full On,2004,Safi Connection,Fullon String
fullon,Psy Trance,Full On,2004,Elixer,Logic Exploration
fullon,Psy Trance,Full On,2004,Electric Universe,The Prayer
fullon,Psy Trance,Full On,2004,The Misted Muppet,Toward The Castle
fullon,Psy Trance,Full On,2005,Azax Syndrom,Replica
fullon,Psy Trance,Full On,2005,Mekkanikka,Kahoona Burgers
fullon,Psy Trance,Full On,2005,Flexable,Synthetic Rhythm
fullon,Psy Trance,Full On,2005,Absolum,Take Off
fullon,Psy Trance,Full On,2005,Yahel,Liquid Love (Sub6 mix)
fullon,Psy Trance,Full On,2005,Electro Sun,In My Dream
fullon,Psy Trance,Full On,2005,Blanka,Once In A Life (Mind Complex mix)
fullon,Psy Trance,Full On,2005,The Misted Muppet,Snarling Zraw
fullon,Psy Trance,Full On,2005,Tube,Syntax Error
fullon,Psy Trance,Full On,2005,Inner Action,Incorporated
fullon,Psy Trance,Full On,2005,Central Processing Unit,Natrual Born Killer
fullon,Psy Trance,Full On,2006,Bubble,Eve Electro
fullon,Psy Trance,Full On,2006,Mahamudra vs Dan Label,Electro Something
fullon,Psy Trance,Full On,2006,U-Recken,Zoodoo
fullon,Psy Trance,Full On,2007,Liquid Logic,Cyclelogic
fullon,Psy Trance,Full On,2007,Mind Distortion System,He Claims To Be Not Human
fullon,Psy Trance,Full On,2007,Melicia & Safi Connection,Warning You
fullon,Psy Trance,Full On,2007,Whirloop,Cirrus Station
fullon,Psy Trance,Full On,2007,Mad Hatters,Logic Structure
fullon,Psy Trance,Full On,2008,Mad Contrabender,Illegal Hardware (Live)
fullon,Psy Trance,Full On,2008,Miditec vs Psytekk,Syntax Error
fullon,Psy Trance,Full On,2008,Earthling,Hypernature
fullon,Psy Trance,Full On,2008,Basic,Toyster
fullon,Psy Trance,Full On,2009,Infected Mushroom,Herbert The Pervert
fullon,Psy Trance,Full On,2009,Aquila vs Ephedrix,Lifeform
fullon,Psy Trance,Full On,2009,00.db,Entropy
fullon,Psy Trance,Full On,2010,Etnoscope,Might & Magic
fullon,Psy Trance,Full On,2010,Psycoholic & Alfida,Sevgilim
fullon,Psy Trance,Full On,2010,Psycoholic,Light Years Ahead
fullon,Psy Trance,Full On,2011,Aremakki,Funnyland
fullon,Psy Trance,Full On,2015,Eat Static,Odious Odium
funk,Urban,Funk,1972,Ohio Players,Funky Worm
funk,Urban,Funk,1973,Commodores,Machine Gun
funk,Urban,Funk,1973,Dave Richmond,Visit to Motown
funk,Urban,Funk,1974,Bernard Estardy,Gang Train
funk,Urban,Funk,1975,Parliament Funkadelic,Supergroovalisticprosifunkstication
funk,Urban,Funk,1975,Bass Construction,Movin'
funk,Urban,Funk,1975,Fatback Band,Do The Bus Stop
funk,Urban,Funk,1976,Dexter Wansel,Theme From The Planets
funk,Urban,Funk,1977,Eddy Grant,Time Warp
funk,Urban,Funk,1978,Bootsy Collins,Bootzillia
funk,Urban,Funk,1978,Bar-Kays,Holy Ghost
funk,Urban,Funk,1979,Edwin Birdsong,Cola Bottle Baby
funk,Urban,Funk,1979,Sequence,Funk You Up
funk,Urban,Funk,1979,Fatback Band,King Tim III
funk,Urban,Funk,1979,Patrick Gammon,Don't Touch Me
funk,Urban,Funk,1979,Instant Funk,I Got My Mind Made Up
funk,Urban,Funk,1980,Breakwater,Release The Beast
funk,Urban,Funk,1980,Bootsy Collins,F-Encounter
funk,Urban,Funk,1980,Lakeside,Fantastic Voyage
funk,Urban,Funk,1980,Zapp,More Bounce To The Ounce
funk,Urban,Funk,1981,D-Train,You're The One For Me
funk,Urban,Funk,1981,Stone,Time Vocal
funk,Urban,Funk,1981,Con Funk Shun,I'll Get You Back
funk,Urban,Funk,1981,Grace Jones,Pull Up To the Bumper
funk,Urban,Funk,1981,Prince,Controversy
funk,Urban,Funk,1981,The Time,Cool
funk,Urban,Funk,1981,Wild Sugar,Bring It Here
funk,Urban,Funk,1981,Tom Tom Club,Genius Of Love
funk,Urban,Funk,1981,Ednah Holt,Serious Sirius Space Party (Club Version)
funk,Urban,Funk,1981,Rick James,Give It To Me Baby
funk,Urban,Funk,1982,Vanity 6,Nasty Girl
funk,Urban,Funk,1982,The Gap Band,You Dropped A Bomb On Me
funk,Urban,Funk,1982,Dazz Band,Let It Whip
funk,Urban,Funk,1982,George Clinton,Atomic Dog
funk,Urban,Funk,1982,Bootsy's Rubber Band,Body Slam
funk,Urban,Funk,1982,Dwayne Omarr,This Party's Jam Packed
funk,Urban,Funk,1982,The System,It's Passion
funk,Urban,Funk,1982,Reggie Griffin & Technofunk,Mirda Rock
funk,Urban,Funk,1982,Chris Thomas,Celebrity Funk
funk,Urban,Funk,1982,One Way,Cutie Pie
funk,Urban,Funk,1982,Thrust,Can't Wait To Get You
funk,Urban,Funk,1982,Connie Case,Get Down
funk,Urban,Funk,1982,Q,The Voice Of Q
funk,Urban,Funk,1982,West Street Mob,Sing A Simple Song
funk,Urban,Funk,1982,Elektrik Funk,On A Journey
funk,Urban,Funk,1982,Dynasty,Strokin
funk,Urban,Funk,1982,Warp 9,Nunk
funk,Urban,Funk,1983,Midnight Star,Electricity
funk,Urban,Funk,1983,Orbit,The Beat Goes On
funk,Urban,Funk,1983,Jonzun Crew,Space Cowboy
funk,Urban,Funk,1983,Hot Streak,Body Work (Vocal)
funk,Urban,Funk,1983,New Edition,Candy Girl
funk,Urban,Funk,1983,Flowchart,Ask The Boss
funk,Urban,Funk,1983,West Phillips,(I'm Just A) Sucker For A Pretty Face
funk,Urban,Funk,1983,Laid Back,White Horse
funk,Urban,Funk,1983,Houston,Roaches
funk,Urban,Funk,1983,Freeez,I.O.U.
funk,Urban,Funk,1984,Junie Morrison,Techno Freqs
funk,Urban,Funk,1984,The Time,Jungle Love
funk,Urban,Funk,1984,Klymaxx,Meeting In The Ladies Room
funk,Urban,Funk,1984,T-Connection,Take It To The Limit
funk,Urban,Funk,1984,Fashion,Eye Talk
funk,Urban,Funk,1985,Harlequin Four's,Set It Off
funk,Urban,Funk,1985,Mary Jane Girls,In My House
funk,Urban,Funk,1986,Carmen,Thrown Down
funk,Urban,Funk,1986,Cameo,Word Up
funk,Urban,Funk,1986,Arrogance,Crazy
funk,Urban,Funk,1987,Egyptian Lover,The Alezby Inn (Remodeled Version)
funk,Urban,Funk,1987,Slave,Juicy-O
funk,Urban,Funk,1987,Shalamar,Circumstantial Evidence
funk,Urban,Funk,1987,Terri Gonzalez,Is There Rockin' In This House
funk,Urban,Funk,1988,Rockmelons,Boogietron
funk,Urban,Funk,1988,Teddy Pendergrass,Joy
funk,Urban,Funk,1988,King Truman,Like A Gun
funk,Urban,Funk,1995,Hedfunk,Dark Blue
funk,Urban,Funk,1996,Jamiroquai,Alright
funk,Urban,Funk,1999,Erobique,Greven Love
funk,Urban,Funk,2000,Crispin Glover,Thin Ice
funk,Urban,Funk,2000,Chantilly,Tasty Treats (Instrumental)
funk,Urban,Funk,2001,Jamiroquai,Love Foolsophy
funk,Urban,Funk,2001,Rae & Christian,Flashlight
funk,Urban,Funk,2002,Justin Timberlake,Rock Your Body
funk,Urban,Funk,2002,Daniel Wang,Pistol Oderso
funk,Urban,Funk,2003,The Peter Malick Group feat Norah Jones,New York City (DJ Strobe Brooklyn Vibe mix)
funk,Urban,Funk,2003,Chromeo,Needy Girl
funk,Urban,Funk,2004,Cut Copy,Saturdays
funk,Urban,Funk,2004,Only Freak,Tiny Forces
funk,Urban,Funk,2005,Tahiti 80,Big Day
funk,Urban,Funk,2007,Lateef & Z-Trip,Get Down (DJ Zeph mix)
funk,Urban,Funk,2007,Chromeo,Waiting 4 U
funk,Urban,Funk,2009,Jimmy Chew Band,If (Ronda mix)
funk,Urban,Funk,2009,Nite Jewel,Want You Back
funk,Urban,Funk,2009,Bottin,No Static (Main Version)
funk,Urban,Funk,2009,Dam-Funk,10 West
funk,Urban,Funk,2010,Jayl Funk,Jughead
funk,Urban,Funk,2010,Jacques Renault,In The Middle Of The Night (Jacques Renault Edit)
funk,Urban,Funk,2011,The Rhythm Odyssey,Right On Up (For Love) (Special 12 Inch Version)
funk,Urban,Funk,2012,OOFT!,Make U Mine
funk,Urban,Funk,2012,Lindstrom,Quiet Place To Live (Extended Disco Version)
funk,Urban,Funk,2013,The Floozies,Booger Bear
funk,Urban,Funk,2014,Ikonika feat Dam-Funk,I Know (That U Are The 1)
funk,Urban,Funk,2014,Turkuaz,Bubba Slide
funk,Urban,Funk,2014,Pigeons Playing Ping Pong,Schwanthem
funk,Urban,Funk,2014,Adanasonic,One For The X
funk,Urban,Funk,2015,Seven Davis Jr,No Worries
funk,Urban,Funk,2015,Earphunk,Check The Pulse
funk,Urban,Funk,2015,Discotron,Disco Ballin'
funk,Urban,Funk,2015,Rayko,Time To Move
funk,Urban,Funk,2015,Turkuaz,Nightswimming
funk,Urban,Funk,2015,GRiZ,The Anthem
futuregarage,UK Garage,Future Garage,2006,Burial,U Hurt Me
futuregarage,UK Garage,Future Garage,2007,Conquest,Forever
futuregarage,UK Garage,Future Garage,2007,Pangaea,Coiled
futuregarage,UK Garage,Future Garage,2007,L-Wiz,Centurion
futuregarage,UK Garage,Future Garage,2007,Burial,Archangel
futuregarage,UK Garage,Future Garage,2007,Aaron Spectre,Say More Fire
futuregarage,UK Garage,Future Garage,2008,Martyn,Twenty Four
futuregarage,UK Garage,Future Garage,2008,Dubwoofa,Kingdom Come
futuregarage,UK Garage,Future Garage,2008,D1,Chocolate Orange
futuregarage,UK Garage,Future Garage,2008,Matt U,Chase Pack
futuregarage,UK Garage,Future Garage,2008,Landslide,Dreams & Visions
futuregarage,UK Garage,Future Garage,2008,Zomby,Euphoria
futuregarage,UK Garage,Future Garage,2009,Lv feat Eroll Bellot,Don't Judge
futuregarage,UK Garage,Future Garage,2009,Akema,Amber
futuregarage,UK Garage,Future Garage,2009,2562,Narita
futuregarage,UK Garage,Future Garage,2009,23 Hz & Numaestro,Zumo
futuregarage,UK Garage,Future Garage,2009,Von D,Echolow
futuregarage,UK Garage,Future Garage,2010,Vandera,India Joya
futuregarage,UK Garage,Future Garage,2010,James Blake,The Bells Sketch
futuregarage,UK Garage,Future Garage,2010,Skream,Repercussions Of A Razorblade
futuregarage,UK Garage,Future Garage,2010,Beto Narme,Cellophane Dub
futuregarage,UK Garage,Future Garage,2010,James Blake,Cmyk
futuregarage,UK Garage,Future Garage,2010,Command Strange,"Morning, Noon And Night"
futuregarage,UK Garage,Future Garage,2010,Lojik,White Room
futuregarage,UK Garage,Future Garage,2010,Babe Rainbow,Popcommon
futuregarage,UK Garage,Future Garage,2011,Kode9 & The Spaceape,Black Smoke
futuregarage,UK Garage,Future Garage,2011,The Weeknd,Thursday
futuregarage,UK Garage,Future Garage,2011,Bassline,Falsehood
futuregarage,UK Garage,Future Garage,2011,Pinch,Retribution
futuregarage,UK Garage,Future Garage,2011,Cooly G,It's Serious
futuregarage,UK Garage,Future Garage,2012,Elefo,Walter White
futuregarage,UK Garage,Future Garage,2012,Star Slinger feat Teki Latex,Ladies In The Back
futuregarage,UK Garage,Future Garage,2012,Cahb,Secrets
futuregarage,UK Garage,Future Garage,2012,Volor Flex,City Pressure
futuregarage,UK Garage,Future Garage,2012,Trifonic,Ninth Wave
futuregarage,UK Garage,Future Garage,2012,Killawatt,Too Dark
futuregarage,UK Garage,Future Garage,2013,J-Kenzo,Cause & Effect
futuregarage,UK Garage,Future Garage,2013,Laurel Halo,NOYFB
futuregarage,UK Garage,Future Garage,2013,Pro Luxe,For You
futuregarage,UK Garage,Future Garage,2013,Om Unit,Governer's Bay
futuregarage,UK Garage,Future Garage,2013,Burial,Rival Dealer
futuregarage,UK Garage,Future Garage,2013,Pretty Lights,A Color Map Of The Sun
futuregarage,UK Garage,Future Garage,2014,Martyn,Mega Drive Generation (Dorian Concept mix)
futuregarage,UK Garage,Future Garage,2014,Burial,Lambeth
futuregarage,UK Garage,Future Garage,2014,Kyle Hall,Girl U So Strong
futuregarage,UK Garage,Future Garage,2014,Lee Gamble,DSM
futuregarage,UK Garage,Future Garage,2014,Murlo,Roman Baths
futuregarage,UK Garage,Future Garage,2015,18+,Dry
futurepop,Industrial/Goth,Futurepop,1994,Beborn Beton,Lost Little Robot
futurepop,Industrial/Goth,Futurepop,1997,Beborn Beton,Another World
futurepop,Industrial/Goth,Futurepop,1998,Hate Dept.,Planet Earth
futurepop,Industrial/Goth,Futurepop,1998,And One,Get You Closer
futurepop,Industrial/Goth,Futurepop,1999,Vnv Nation,Dark Angel
futurepop,Industrial/Goth,Futurepop,1999,Fictional,Blue Lights
futurepop,Industrial/Goth,Futurepop,1999,Velvet Acid Christ,Fun With Drugs
futurepop,Industrial/Goth,Futurepop,2000,Aghast View,Timeless
futurepop,Industrial/Goth,Futurepop,2000,Icon Of Coil,Regret
futurepop,Industrial/Goth,Futurepop,2000,Suicide Commando,Hellraiser (Vnv Nation mix)
futurepop,Industrial/Goth,Futurepop,2000,Neuroticfish,Velocity (Cleener mix)
futurepop,Industrial/Goth,Futurepop,2001,Moulin Noir,Spellbound (Run Level Zero mix)
futurepop,Industrial/Goth,Futurepop,2001,Sweep,Emptiness Your Loneliness
futurepop,Industrial/Goth,Futurepop,2001,Count To Infinity,Undertow
futurepop,Industrial/Goth,Futurepop,2001,Assemblage 23,Naked
futurepop,Industrial/Goth,Futurepop,2002,Cruciform Injection,Recovery
futurepop,Industrial/Goth,Futurepop,2002,Mesh,Let Them Crush Us
futurepop,Industrial/Goth,Futurepop,2002,Funker Vogt,Harvester Of Sorrow
futurepop,Industrial/Goth,Futurepop,2002,Feindflug,Glaubenskrieg
futurepop,Industrial/Goth,Futurepop,2002,Apoptygma Berzerk,Suffer In Silence
futurepop,Industrial/Goth,Futurepop,2002,Covenant,Bullet
futurepop,Industrial/Goth,Futurepop,2003,Voltage Control,Retron
futurepop,Industrial/Goth,Futurepop,2003,Melotron,Kein Problem
futurepop,Industrial/Goth,Futurepop,2003,Tactical Sekt,Xfixiation (Sitd Hellfire mix)
futurepop,Industrial/Goth,Futurepop,2003,Negative Format,Fuse
futurepop,Industrial/Goth,Futurepop,2003,Razed In Black,Share This Poison
futurepop,Industrial/Goth,Futurepop,2004,Die Sektor,Lust Angel
futurepop,Industrial/Goth,Futurepop,2004,The Azoic,Going Under
futurepop,Industrial/Goth,Futurepop,2004,Icon Of Coil,Dead Enough For Life
futurepop,Industrial/Goth,Futurepop,2004,Lights Of Euphoria,Give Me You
futurepop,Industrial/Goth,Futurepop,2005,Bacteria,Earthquake
futurepop,Industrial/Goth,Futurepop,2005,Xp8,Dreamt Of Blue
futurepop,Industrial/Goth,Futurepop,2005,Violent Diva,El3ktro Su1cide
futurepop,Industrial/Goth,Futurepop,2005,Sero.overdose,Rain
futurepop,Industrial/Goth,Futurepop,2005,Aslan Faction,Weep For Me (Auspex mix)
futurepop,Industrial/Goth,Futurepop,2005,O.V.N.I.,What Have I Done (Technoir mix)
futurepop,Industrial/Goth,Futurepop,2006,Die Sektor,Follow The Screams
futurepop,Industrial/Goth,Futurepop,2006,Tactical Sekt,Beslan
futurepop,Industrial/Goth,Futurepop,2006,Nydhog,My Cold Sun
futurepop,Industrial/Goth,Futurepop,2007,Diary Of Dreams,The Plague
futurepop,Industrial/Goth,Futurepop,2007,mind.in.a.box,Into The Night
futurepop,Industrial/Goth,Futurepop,2008,Mannequin Depressives,Erase It
futurepop,Industrial/Goth,Futurepop,2008,Astma,No Surrender
futurepop,Industrial/Goth,Futurepop,2008,Xp8,The Art Of Revenge (Autodafeh mix)
futurepop,Industrial/Goth,Futurepop,2008,Last Decay,Foul Deceit
futurepop,Industrial/Goth,Futurepop,2009,Implant,Muv Your Dolly (Implant Version)
futurepop,Industrial/Goth,Futurepop,2010,Signal Aout 42,My Dream
futurepop,Industrial/Goth,Futurepop,2010,Frontal,Wir Sind Wieder Da
futurepop,Industrial/Goth,Futurepop,2014,Trust,Geryon
garage,Garage/Deep House,Garage,1979,Fern Kinney,Groove Me
garage,Garage/Deep House,Garage,1979,Delegation,You And I
garage,Garage/Deep House,Garage,1979,Thp Orchestra,Good To Me
garage,Garage/Deep House,Garage,1979,7th Wonder,Daisy Lady
garage,Garage/Deep House,Garage,1979,Machine,There But for the Grace of God Go I
garage,Garage/Deep House,Garage,1980,Geralidine Hunt,Can't Fake The Feeling
garage,Garage/Deep House,Garage,1980,Nick Straker Band,A Little Bit Of Jazz
garage,Garage/Deep House,Garage,1981,New Jersey Connection,Love Don't Come Easy
garage,Garage/Deep House,Garage,1981,New York Skyy,Let's Celebrate
garage,Garage/Deep House,Garage,1982,Hudsons,Show Me You Care
garage,Garage/Deep House,Garage,1982,Michelle Wallace,Jazzy Rhythm
garage,Garage/Deep House,Garage,1982,D-Train,Keep On
garage,Garage/Deep House,Garage,1982,Fashion,Love Shadow
garage,Garage/Deep House,Garage,1982,Fat Larry's Band,Act Like You Know
garage,Garage/Deep House,Garage,1982,Carol Williams,Can't Get Away (From Your Love)
garage,Garage/Deep House,Garage,1982,Imagination,Just An Illusion
garage,Garage/Deep House,Garage,1982,Peech Boys,Don't Make Me Wait
garage,Garage/Deep House,Garage,1982,Shalamar,Over And Over
garage,Garage/Deep House,Garage,1982,Exodus,Together Forever (Dub)
garage,Garage/Deep House,Garage,1983,Oliver Cheatham,Get Down Saturday Night
garage,Garage/Deep House,Garage,1983,New York Skyy,Bad Boy
garage,Garage/Deep House,Garage,1983,Skyy,Show Me The Way
garage,Garage/Deep House,Garage,1983,First Choice,Let No Man Put Asunder
garage,Garage/Deep House,Garage,1983,Shirley Lites,Heat You Up (Melt You Down)
garage,Garage/Deep House,Garage,1983,Loose Ends,Tell Me What You Want
garage,Garage/Deep House,Garage,1984,Loose Ends,Tell Me What You Want
garage,Garage/Deep House,Garage,1985,Eddie Ski White,Baby Be Mine (Vocal)
garage,Garage/Deep House,Garage,1985,Colonel Abrams,Trapped
garage,Garage/Deep House,Garage,1986,Home Boy,A Love Connection
garage,Garage/Deep House,Garage,1986,Man Friday,"Love Honey, Love Heartache (Vocal)"
garage,Garage/Deep House,Garage,1986,Blaze,Whatcha Gonna Do
garage,Garage/Deep House,Garage,1987,Blaze,If You Should Need A Friend (Paradise mix)
garage,Garage/Deep House,Garage,1987,Kelly Charles,You're No Good For Me (Classy Dub mix)
garage,Garage/Deep House,Garage,1988,Phase II,Mystery
garage,Garage/Deep House,Garage,1988,Trybe,Psychadelic Shack (House mix)
garage,Garage/Deep House,Garage,1988,Todd Terry Project,Weekend
garage,Garage/Deep House,Garage,1988,Sha-Lor,Im In Love (Conservative Version)
garage,Garage/Deep House,Garage,1989,Qaurtz,Meltdown
garage,Garage/Deep House,Garage,1989,Larry Tee And La Palace De Beaute,What Am I Gonna Do
garage,Garage/Deep House,Garage,1989,Magnetic Touch,You Deserve It
garage,Garage/Deep House,Garage,1990,Underground Solution,Luv Dancin'
garage,Garage/Deep House,Garage,1990,Logic,The Warning
garage,Garage/Deep House,Garage,1991,Urban Soul,Alright
garage,Garage/Deep House,Garage,1991,Helen Sharpe,Got 2 Have Your Love (Warehouse mix)
garage,Garage/Deep House,Garage,1991,Cls,Can You Feel It
garage,Garage/Deep House,Garage,1991,Sounds Of Blackness,The Pressure (Part 1)
garage,Garage/Deep House,Garage,1991,Mk,Burning (Vibe mix)
garage,Garage/Deep House,Garage,1991,M People,How Can I Love You More
garage,Garage/Deep House,Garage,1992,Urbanized,Helpless
garage,Garage/Deep House,Garage,1992,RuPaul,Supermodel (You Better Work)
garage,Garage/Deep House,Garage,1992,The Cover Girls,Wishing On A Star
garage,Garage/Deep House,Garage,1992,Gypsymen,Hear The Music
garage,Garage/Deep House,Garage,1992,Aly-Us,Follow Me
garage,Garage/Deep House,Garage,1993,Serious Rope Presents Sharon Dee Clarke,Happiness
garage,Garage/Deep House,Garage,1993,Aretha Franklin,A Deeper Love
garage,Garage/Deep House,Garage,1993,Enrico Mantini,Work Out
garage,Garage/Deep House,Garage,1993,Tension,A Place Called Heaven
garage,Garage/Deep House,Garage,1993,Wall Of Sound feat Gerald Lethan,Critical (If You Only Knew) 
garage,Garage/Deep House,Garage,1993,4th Measure Men,Given (MK Dub)
garage,Garage/Deep House,Garage,1993,Hardrive,Deep Inside
garage,Garage/Deep House,Garage,1993,Deadly Sins,We Are Going On Down (Bottom Dollar Club mix)
garage,Garage/Deep House,Garage,1993,Nottambula,Reef
garage,Garage/Deep House,Garage,1994,Rhythm Masters,5 am (Bass Bump Dub)
garage,Garage/Deep House,Garage,1994,De'lacy,Hideaway
garage,Garage/Deep House,Garage,1994,Barbara Tucker,Beautyful People
garage,Garage/Deep House,Garage,1994,House Gang,Feel It
garage,Garage/Deep House,Garage,1994,Round One,I'm Your Brother 
garage,Garage/Deep House,Garage,1994,95 North feat Dave Sinkfield,Get Your (Mind Together)
garage,Garage/Deep House,Garage,1994,Happy Clappers,I Believe
garage,Garage/Deep House,Garage,1994,Diva Convention,Never Leave you Lonely
garage,Garage/Deep House,Garage,1995,Todd Edwards,Dancing For Heaven
garage,Garage/Deep House,Garage,1995,Black Magic,Freedom (On And On Strong Vocal mix)
garage,Garage/Deep House,Garage,1995,Lords Of Rhythm,Everything Is Gonna Be Alright (Let's Celebrate)
garage,Garage/Deep House,Garage,1995,Andrea Mendez,Bring Me Love (Eventual Dub)
garage,Garage/Deep House,Garage,1995,The 208 Sessions,The L Track
garage,Garage/Deep House,Garage,1995,Tina Moore,Never Gonna Let You Go (Kelly G Pump And Go mix)
garage,Garage/Deep House,Garage,1995,Barbara Tucker,Stay Together (Funky Piano mix)
garage,Garage/Deep House,Garage,1995,Up Yer Ronson,Lost In Love (Graeme Park mix)
garage,Garage/Deep House,Garage,1996,New Horizons,Find The Path
garage,Garage/Deep House,Garage,1996,Deep Bros feat Michael Watford,You Got It (Tuff Jam mix 1)
garage,Garage/Deep House,Garage,1996,Booker. T. Presents Shawn Benson,I Know You Want Me (Bookstone Dub)
garage,Garage/Deep House,Garage,1996,Francois K,Edge Of Time (Tee's Freeze mix)
garage,Garage/Deep House,Garage,1996,Happy Clappers,Can't Help It (Grant Nelson's Trinity mix)
garage,Garage/Deep House,Garage,1996,A Baffled Republic,Bad Boys (Move In Silence) (Blouse'n'skirt mix)
garage,Garage/Deep House,Garage,1996,Banana Republic feat Judy Obeya,Catch The Feeling (Tuff Jam's Catch The Dub)
garage,Garage/Deep House,Garage,1996,Wild Pursuit,So In Love (feat Gerideau & Shawn Benson)
garage,Garage/Deep House,Garage,1996,Love Tribe,Stand Up (Love And Happiness mix)
garage,Garage/Deep House,Garage,1996,Paul Jacobs & The Stickmen,Spanish Fly
garage,Garage/Deep House,Garage,1996,Mousse T,Everybody
garage,Garage/Deep House,Garage,1996,Kimara Lovelace,Only You
garage,Garage/Deep House,Garage,1996,Deep Bros. feat S. Armstrong & Barbara Tucker,Keep On Lovin' You (M & S Funky Club mix)
garage,Garage/Deep House,Garage,1997,Up Yer Ronson,I Will Be Released (Fathers Of Sound Main Club Vocal)
garage,Garage/Deep House,Garage,1997,Straight No Chaser feat Michael,Turn It Around (Red Dog Dub)
garage,Garage/Deep House,Garage,1997,A Kristine Blond,Love Shy (Tuff Jam mix)
garage,Garage/Deep House,Garage,1997,Jay Denes,It's Love (6th Sense Dub)
garage,Garage/Deep House,Garage,1997,Industry Standard,What You Want
garage,Garage/Deep House,Garage,1997,Ultra Nate,Free
garage,Garage/Deep House,Garage,1997,Soul Creation feat Eddit Stockley,That Feelin
garage,Garage/Deep House,Garage,1997,Smokin' Beats feat Lyn Eden,Dreams
garage,Garage/Deep House,Garage,1997,Nuyorican Soul,Runaway
garage,Garage/Deep House,Garage,1998,Rosie Gaines,I Want You (Hippie Torales & Mark Mendoza Weekend mix)
garage,Garage/Deep House,Garage,1998,Somore,I Refuse (Todd Edwards Re-Fused)
garage,Garage/Deep House,Garage,1998,Rockell & Collage,Can't We Try (Pablo's Main Room mix)
garage,Garage/Deep House,Garage,1998,Laidback Luke,Music's Always On My Mind
garage,Garage/Deep House,Garage,1999,Sunkids feat Chance,Rescue Me (Masters At Work mix)
garage,Garage/Deep House,Garage,1999,Basement Jaxx,Red Alert
garage,Garage/Deep House,Garage,2000,Subsystem feat Lisa Millet,Best Of Me
garage,Garage/Deep House,Garage,2000,Miguel Graca,Speak My Mind (Johnny Fiasco's Moody Groove mix)
garage,Garage/Deep House,Garage,2000,KemeticJust,See The Light (Fred Everything Mix)
garage,Garage/Deep House,Garage,2001,Solu Music feat Kimblee,Fade
garage,Garage/Deep House,Garage,2001,Snaporaz,She Said
garage,Garage/Deep House,Garage,2001,David Morales presents The Face feat Juliet Roberts,Neeedin' U (I Needed U) (Soul On Soul mix)
garage,Garage/Deep House,Garage,2002,Lazy Grace feat Billie Godfrey,How Deep Is Your Love
garage,Garage/Deep House,Garage,2002,Filippo 'Naughty' Moscatello,Open Up (FNM's Album mix)
garage,Garage/Deep House,Garage,2003,Francesco Farfa,Universal Love
garage,Garage/Deep House,Garage,2003,Rulers Of The Deep,Advantage
